TimeIndex,Animal_1,Animal_2,Animal_3,Animal_4,Animal_5,Animal_6,Animal_7,Animal_8,Animal_9
5412,17246.4968609926,34920.8251246977,5541.85764323744,24828.7762284468,NaN,NaN,13990.8033538872,28795.7154026123,42383.3970332576
5413,18388.3735716161,35043.2753663571,5393.10957917987,24776.9359118033,NaN,NaN,14378.6990761028,28983.9358102933,42237.0640102676
5414,19910.3657217018,34982.4606679164,5209.20379983826,24670.1036065275,NaN,NaN,14465.0156058646,31485.0735914816,42229.0357248202
5415,19895.4650239416,34764.0609078584,5412.26136937736,24613.1776797281,NaN,NaN,14373.7623482894,31243.1863772323,42226.6085923681
5416,21016.1843454921,34766.140037626,5517.86710503562,24620.387632557,NaN,NaN,14370.9747796637,33488.3662410559,42600.6841770728
5417,21184.4186018355,34615.5373409608,5488.62669564869,24547.6649578294,NaN,NaN,14673.2463280543,33739.0971231012,42864.1696166716
5418,21170.0346714588,34418.2399349963,6141.87126989032,24531.4884668949,NaN,NaN,14773.4598058725,33810.6418430251,43202.4213427808
5419,21238.7776552431,34483.771219565,6649.92543808977,24592.4701712246,NaN,NaN,14770.5821711819,35827.575768121,43932.8259362264
5420,20968.9391072784,34218.6093719549,6577.32027788793,24491.7780886568,NaN,24214.7874734031,14529.7164579188,37043.4531431427,43849.4713751722
5421,20983.6852199946,34460.0026825719,6851.57418492609,24452.7072658428,NaN,24128.0620706459,14708.7510908967,37094.100565679,44618.6825098356
5422,20888.4026654275,32135.2649501687,7022.40104791305,24452.7072658428,NaN,25812.2233416875,14694.601305687,37156.0296607461,44784.9478360678
5423,20925.7256868833,32299.7232583602,7242.83881678272,24369.2957825771,19162.3119466376,27197.1630401724,14881.7494768447,36459.8129174289,44989.2411403455
5424,20943.9680108652,32326.6577700257,7235.04939326125,24349.3042442695,19160.1124328593,27609.7805418892,14990.0554443328,37527.3708345609,44992.1636999144
5425,20903.6461838307,33511.880555099,7689.84730489703,24369.4068626471,16462.8167006988,27609.3904500804,14869.513555099,37525.1674109019,45047.8235123162
5426,20922.5326662089,33506.099489215,8685.33830277441,24431.4245398835,15109.0160378455,30115.9679819474,14903.9818678876,36151.8355476849,45022.1310953445
5427,20765.610616039,34271.6702081766,8684.34453076704,23673.2723147248,15122.1321387869,30978.4022341473,15004.475392901,36709.8841032396,45030.1608231036
5428,20733.7057920056,35322.8753375659,8507.77473911763,23673.2552535071,14390.6102468861,30987.0064778162,19001.7932596707,33194.082408452,44949.3053367915
5429,20857.9235956479,35226.6257934296,8654.17263153009,23768.3263148035,14861.145721826,31553.5555156529,19086.3814162422,33194.082408452,45045.2205190904
5430,20844.5356092454,34019.3117749273,NaN,24152.5487916359,15797.9838161228,32306.4860247227,21442.5051161326,34323.7935329286,44523.285790233
5431,20833.455879893,32423.4178733248,NaN,24722.1995994121,15784.9160240544,32289.5925229145,22940.2539192674,35689.0635307864,44527.2051950875
5432,20736.643926659,28676.1992572,NaN,24664.8885957228,16295.7914560038,32068.2212523571,23332.4332703173,35710.3408174676,44286.3454667086
5433,20829.5730578825,28540.0696292846,NaN,25287.526317354,16142.9768483533,NaN,23332.5198026475,35934.7059619411,44107.3744549149
5434,20697.3188074683,21366.9698764798,NaN,25584.9445423018,16136.4525053268,NaN,24589.54854941,35759.9151797736,44022.6689606035
5435,20702.97436708,20871.7953328686,NaN,25593.1201179311,16320.4825390494,NaN,29435.7817687063,35766.3041289826,43984.585889138
5436,20686.1133921476,20886.7210625284,NaN,25575.3034761949,16426.9488608681,NaN,29476.5258742091,36115.1188721717,44019.4577974095
5437,20640.2783063101,21382.2863943208,NaN,25174.5775505358,16247.3516501135,NaN,32324.8539216619,36089.5587642254,44007.744405016
5438,20665.4841123799,22535.854791073,NaN,25085.2452491413,16320.2978632708,NaN,34910.8061029507,35639.0548007542,44152.6976746536
5439,19385.0399849423,22537.4479803037,NaN,25073.5786735179,16337.6378245578,NaN,35928.2073048005,35615.0726434129,44209.6996219088
5440,17543.8763997717,23476.0868918855,NaN,24893.8925705448,16358.811589233,32460.8195321168,35951.7820176276,35315.7760647705,44269.7435346295
5441,16346.4007635324,23318.3021426545,NaN,24773.9587163724,16355.899889912,32530.6225180922,35988.2983366692,34872.6596988874,44300.9358962752
5442,16347.4593151278,24960.5124819982,NaN,24846.4077382299,16560.617248951,32254.2775858299,36298.2785559846,34920.8437752137,44209.7604947324
5443,16894.8987110829,24983.5724445845,NaN,24890.9814438791,16637.1128909837,31947.0101325246,36271.391555647,34624.3170760076,44402.2858132167
5444,16456.2421534898,24973.4480612094,NaN,24771.7972804025,16638.1434257751,32104.9444971084,36094.9950212271,34470.394456981,44466.3111649067
5445,16462.1145951584,24861.8603816036,NaN,24793.6656892746,16374.7464368429,32100.7880363248,36245.7231491197,34470.394456981,44254.7497290685
5446,16563.8251306313,24856.0114503028,NaN,24779.1125163441,16608.374809843,31974.0222881737,36199.7079900871,34441.3216704088,44149.5272446846
5447,16736.7354584998,24919.873541272,NaN,24855.6535581503,16605.7660187824,31957.3423819202,36124.3451377904,34343.5269247532,44155.9410343259
5448,16707.9489403244,25349.1442744947,33109.2738747673,24682.1776398871,16699.9164040696,31848.9841019484,35944.3512189788,34203.8831972499,44196.9598631831
5449,16873.6547986924,25466.7521725709,32895.7938658575,24785.3883459724,16876.719097513,31885.0792681472,35944.3512189788,34576.9610363749,44081.8237686448
5450,17606.7793119646,25466.7521725709,32004.8763564741,24623.2966973673,16870.941363525,31544.1742935011,36105.3180564369,34139.5886962175,44232.6106809006
5451,17552.9013956451,25353.129741801,32140.8658151146,24456.5629505648,16859.8625944365,30974.7097221185,35850.3551825859,33980.304995736,44224.4816771349
5452,17553.3742247875,25461.5613277823,31393.7960849404,24455.4261990056,17039.9906264501,31101.609834716,35798.8133514904,33957.0792300582,44429.990870688
5453,17781.4868910498,25484.1542978467,30961.0929619065,24515.0220694561,17493.3053583274,30545.7384997981,35773.3577889649,33743.6191651203,44670.2186573341
5454,17956.9936930376,25619.1602486049,30993.433356407,24656.7870191951,17493.3053583274,30184.7478476963,35619.0864821943,33826.4641940571,44672.0166711725
5455,17909.2405514586,25807.9001548371,30678.9858654785,24645.6235613066,17794.8744931413,30173.6172531225,35392.3230796855,33133.7499368855,45000.5715986133
5456,17811.067786985,25807.9001548371,30595.2965423029,24691.0947813081,17510.9982021514,30107.1783089691,35392.3230796855,32991.846154097,44641.8349121134
5457,18251.2629751591,25842.0990442871,30595.2965423029,24747.3069606924,17523.5152602102,30344.8707803349,35299.7864767464,31820.7991037674,44630.4252710643
5458,18113.5222755545,25735.9130078959,30145.8457120948,24581.4123759143,17353.0659377086,30404.1732126621,35273.4684316481,29837.2814386774,44164.008835532
5459,18071.7919461154,25695.0117854734,30258.6888014195,24581.4123759143,17704.8598147568,30860.7055578206,35192.9427564626,29815.4535673337,45047.0353784529
5460,18551.4260651401,25669.7514604607,30528.7163597907,24182.4402904228,17859.6473238551,31001.6102974194,35181.290613816,30980.8901864973,45359.088324929
5461,18749.4523426312,26914.1188765398,30528.7163597907,23777.7545791089,17711.2464236372,30880.6025810277,35132.1333687159,31735.8846056783,45305.9118938042
5462,18754.3205894327,27121.8648620801,30580.853774055,23775.1310053713,17698.8838509183,30913.5218386536,35045.0664269327,31761.9635276775,45791.6083118108
5463,19274.6218089954,27088.9819401709,30632.6415916157,24502.269166377,17741.7953380928,30800.7869872335,34989.2391287415,32682.7508078602,46509.8282311881
5464,19599.7935246729,25744.2019917636,30632.6415916157,25398.9346711926,17958.7836005763,30636.7576538049,35073.1407722713,33131.7254191754,46532.1483136321
5465,19664.9809641003,23478.373863871,30675.5005619405,26134.7925710328,17689.7359587704,30750.1457699003,35103.4286709879,33365.7710655955,44352.8427057567
5466,19770.7934862162,23275.8607755723,30427.4571370909,26064.8440311542,17546.4593880234,30686.2665762619,35109.7157161224,33343.6043539137,45157.5267635807
5467,20127.0557028453,23207.9286992727,30248.765583643,24832.6843277476,17472.8111725114,30660.3766322239,35242.5847395221,33408.2079816322,47077.4575950905
5468,19918.0094101621,24741.2539858025,30248.765583643,25656.4145190535,17472.8111725114,30681.6648448682,35224.5548486082,33300.1116772114,46999.181477549
5469,20666.0382077403,24680.6070786261,29664.1043021266,25503.9018691683,17403.7141900246,30613.0432568267,35027.2726500226,33271.4554056062,47787.3268857952
5470,19284.4440227672,24670.8886899356,28824.7983487882,25755.0604417314,17693.070525686,30629.5626022371,35202.7206775215,32874.7766409331,47234.4465446174
5471,16475.0783241859,24335.7051346832,28824.7983487882,25583.3659267409,17682.6203158742,30476.1261769625,35124.4672878103,32448.5204943943,47247.8725753076
5472,16463.1220136266,24329.0374267199,28311.0977267407,25578.6432541159,17671.4130634272,30548.0888440681,34977.888261132,32391.9834049332,48386.12052634
5473,16264.7826881331,24294.8640916981,28111.7852260796,25158.2458213913,17672.1963497156,30485.4505188023,35132.7929639016,32334.8696045787,48084.464987434
5474,17043.9249177101,24196.9161732702,28069.2953273954,24851.8905274654,17754.8163551,30342.9737123965,35179.293217368,32278.715712005,47995.360455881
5475,NaN,26569.8980298211,28701.3831618197,23287.7388031609,19443.384436323,29984.5259324078,40387.8729659782,32129.9104474334,47003.1050681749
5476,NaN,26657.9073674694,28793.7177461412,21974.2446008829,19252.8461577101,29990.6553445126,40227.339968574,32250.9495888676,47183.8429542464
5477,NaN,26377.4220011084,28791.6890200358,21980.3015130842,19218.6500348788,29964.8902524634,40087.3869189881,32266.6834068115,47329.5322746802
5478,14150.9984601746,26368.0577478591,28682.8302951407,22956.1677028469,19034.9525792594,30216.129446832,39681.0852153006,32474.2584989825,47343.9843556626
5479,15496.7859005479,26107.6212015475,28982.6836874706,24347.1138326985,19163.9289684021,30222.1648015152,39681.0852153006,32653.6122674341,47177.2509762784
5480,15373.6073126092,25997.1794217819,28991.1377957049,24377.2997588659,19170.7709537219,30145.4885811591,40323.8149416971,32183.6699996913,47215.5620046717
5481,16064.5276659062,25974.3846136977,29120.6140676074,24666.4879032731,19031.5301228545,30128.570994922,40119.902034513,32183.6699996913,47202.5516745871
5482,16279.3820846342,25985.72426405,29373.5568148372,24427.3651719232,18801.1108782195,30200.1467242122,40307.0363688172,31964.3079913256,47174.4883928313
5483,16863.7699611475,26790.1349713113,29467.7844643997,21041.3414389788,18457.4626599461,30011.5469616739,40213.9927351832,31769.0883796025,44034.8701875636
5484,16713.5494983414,27469.1760763948,29411.258807451,20835.5410626711,18453.725618435,30016.1086795684,39893.0313174077,31826.1744693482,44018.702382278
5485,17102.7772064704,27483.3639719735,29066.6765802641,21868.7909248609,18562.346554806,29944.8268347358,39893.0313174077,31924.7491694164,40684.3393988473
5486,17397.0692386698,26837.1771492566,28797.6972833331,22123.0942986243,18479.7761238126,29903.2715385947,40197.9772257079,32004.1109535365,39105.083499724
5487,17362.1723130338,27184.3694614709,28760.7675776365,22127.1023548155,18493.4370917414,29934.157999798,40198.6050068305,31967.7953213314,38336.5838926587
5488,17421.207059601,27159.5465073055,28425.0209543614,22917.0275139643,18403.0694465169,29944.0158691835,40182.5538887189,31791.9107254564,38356.0842724094
5489,17206.6525317869,28717.6590506726,27890.6368631882,23758.7790886942,18656.3183003451,29806.9181397716,40089.4252247064,31785.3644811472,39411.1660691711
5490,17206.6525317869,30292.2523475776,28552.1077931359,23738.6824573872,18647.3981539161,29806.9181397716,39980.6939056991,31778.7427297521,38933.6913064721
5491,17190.7751205495,32096.3458164925,28558.5183792866,24119.3741384831,18785.1581810411,29683.4274303466,39908.5604301423,31773.6861611733,39022.882758073
5492,17118.4932488049,32111.1858904365,29235.3913078605,24117.5301413871,18843.9227911098,29578.0585740705,39920.2779594554,31475.384709527,39379.8658551216
5493,17071.0799807978,32388.1918307064,29152.2414256549,23774.6197593019,18783.0732758777,30073.2812806779,39783.40466899,31167.2374693375,39757.4869212116
5494,17027.2940259836,32934.3629047423,29149.6398079306,23774.6197593019,18585.0141798274,30072.5511109997,40233.9248994683,31154.4845430094,40385.5886395338
5495,16914.1528041307,32967.426604869,29303.9380032471,23466.734286706,18439.105490449,30320.1583167667,40235.6411049256,31248.9837955123,40331.9499346998
5496,18274.8850583804,33169.4877255796,27145.017235486,23128.6653654996,17898.0070699315,29998.3033836076,38784.9712699907,31391.051978192,40876.868533081
5497,18317.1927284595,33655.9187778517,27146.3278362966,23167.3702857777,17867.4858445012,29989.9381836684,38964.8053844301,31610.1090983165,40899.1784533704
5498,20053.4215298076,33655.9187778517,27443.0726629794,21574.5278295546,17165.3894037284,30295.8632667055,38964.8053844301,31703.8060262886,40898.5853657115
5499,20473.9490593792,33915.6890055729,26516.2187946236,21241.685919803,14203.9360168787,30241.3167075273,39279.4570510546,31695.2455435575,41126.2560883174
5500,20542.5269471571,33849.8658323518,24999.6291452451,22393.763425538,14225.2183719632,30161.0504489943,39528.4353335808,31509.2896723595,41442.4431805669
5501,20132.9205488988,34030.1788530438,24983.0324103213,22398.3367846199,13017.1294307761,30195.4484600074,39570.7593097223,31514.6582561694,41579.7449104969
5502,20921.8965514584,33954.1659831441,25168.4562531697,23396.2653924581,12300.5310758591,30306.8208179493,39579.9832638067,31482.6010861461,41860.2915966657
5503,21465.1027982688,34289.8816454857,25363.9144528516,23139.2332751149,13037.2948233179,30431.4835247787,39211.6952431575,31213.7100018348,42025.4053695616
5504,21695.8831031094,34168.6467659932,25396.5219921289,23159.2820871834,13058.989195335,30431.4835247787,39117.2347410788,31225.9506432108,41693.4288369813
5505,21594.6323540239,34117.9549923015,24652.8715913051,22892.3827466377,13319.2487286761,30470.1762289046,39115.0244607133,31161.6989443943,41688.4984812461
5506,21044.4820445002,34301.0146282253,24512.1626679124,22348.5032614622,13191.4095593704,30373.98821319,38910.1234969538,31251.9344162702,41377.4110666889
5507,20992.1762681593,34098.7988863592,24412.821502561,22348.5032614622,13021.3951812847,30441.826159199,38674.5825667141,31247.997882852,41154.0823883442
5508,20538.9999095811,34054.0082655524,24400.4468728724,21890.0085694432,12803.4417149303,30177.4169137587,38777.4661558077,31839.1275472775,41148.3769764097
5509,20832.4214433325,33227.6206511004,24112.1007016976,21743.3174141051,13081.117279078,30042.5919370864,38790.6554345181,31832.6457067733,41080.4283399867
5510,20838.5953423675,32924.2464307614,24375.1952514031,21754.0853311474,12936.4497652283,30037.624675894,38779.9067112448,31851.4007992429,40983.4891336831
5511,20385.0813429782,32860.4538138735,24438.5419777037,21856.1182995953,13742.1112060634,30033.7638809376,38722.827573118,31851.4007992429,41317.3150654167
5512,20018.5320338317,32894.224483674,24154.5846245846,21775.6707288601,14277.0344445731,29835.3683391722,38751.8292095547,31553.1544074723,41285.7761775229
5513,19859.2262804378,32898.4611656764,24129.9662596162,21964.9280493658,14293.637650328,29760.4698105459,38608.1232654637,31303.0622747512,41565.9185634994
5514,19862.757816686,32858.7544140075,24065.2682745703,21964.9280493658,14150.39843965,29671.8862444276,38152.9800180064,31280.2547291523,41754.7852513953
5515,19694.6130985356,32932.7490286524,24020.8163496783,21673.6214733371,15287.8893037489,29755.9663402987,38154.9964522365,31104.4170302877,41683.354615579
5516,19840.0259924069,32837.8760674311,23945.704148835,21348.1581371363,15564.0840371633,29949.7268925445,38357.9089239241,30858.1658200558,41456.6151391181
5517,19823.6395642896,32874.4674414589,23832.013756451,21338.7918306197,15541.7552294061,29915.2152516031,38542.0486951018,31145.3372587265,41633.8077586247
5518,18537.8717720156,33026.8368684691,23747.1432902274,21528.1626047656,15493.3269633855,29780.5374984365,38463.3962552949,31120.8248473061,41633.8077586247
5519,17681.2344699867,32968.6720644755,23416.4580905024,21455.5825410603,15943.5944107106,29760.0393339607,38499.8056952677,30853.7512898876,41511.7547989255
5520,15769.8088913792,32878.8215028284,22622.129189667,20969.723016847,15468.5094434185,29345.4961941006,38494.9379597188,NaN,40998.8386025116
5521,15634.0261637495,32809.7737196056,22297.181702724,20969.723016847,15468.5094434185,29313.7827694817,NaN,NaN,40984.4677550393
5522,15999.5910248159,32844.8546011859,NaN,19907.7828482339,NaN,NaN,NaN,NaN,NaN
5523,16545.3769619723,32968.0112678623,NaN,20624.4002478754,NaN,NaN,NaN,NaN,NaN
5524,16508.863868295,32969.5830166026,NaN,20613.1869234524,NaN,NaN,NaN,NaN,NaN
5525,16711.5157268587,32977.5535271685,NaN,20837.2941513303,NaN,NaN,NaN,NaN,NaN
5526,17139.6376741285,32761.6559556618,NaN,20846.4240198338,NaN,NaN,NaN,NaN,NaN
5527,18026.0088912142,32661.4306330477,NaN,21490.2213133742,NaN,NaN,NaN,NaN,NaN
5528,18026.0088912142,32931.6530816958,NaN,21491.8816724327,NaN,NaN,NaN,NaN,NaN
5529,18456.8924649827,32932.1243089576,4506.79397779874,21801.4471335985,NaN,NaN,NaN,NaN,NaN
5530,18816.7290401588,31419.18517402,NaN,22138.2217864069,NaN,26116.351853669,NaN,NaN,47937.6711560535
5531,18816.7290401588,32399.5467671984,NaN,22174.8010692044,NaN,26132.967121287,NaN,NaN,48834.5595398005
5532,19743.1731542411,32372.3590830452,NaN,22584.2029990333,29358.7676108533,27266.5391878122,NaN,NaN,48810.5465329105
5533,20253.2781553735,33170.8078758309,NaN,22633.2858623948,30052.2886543425,28439.0431467605,NaN,NaN,49308.844774999
5534,20220.38187481,33585.4428440357,NaN,22447.7356810984,30013.6789359043,28506.5408595825,NaN,NaN,49789.5515603636
5535,20559.0363093582,33604.9233351623,NaN,22436.0189591101,30241.2676457583,29651.9780992887,NaN,NaN,49757.6635482614
5536,21040.6498585925,32687.3116828857,NaN,22162.6899149318,31108.417922004,30963.6025212803,NaN,NaN,50155.4724165257
5537,21409.9669141356,33681.868258539,NaN,22021.8207310066,31092.8063165037,31064.7588229239,NaN,NaN,48358.5710340088
5538,21409.9669141356,33824.948628756,NaN,22025.799186903,28647.1104931556,30941.9697146341,19463.9267768809,NaN,48501.3596636147
5539,21869.8068338295,33844.9706080063,NaN,21754.5458665936,23885.3995794623,30992.9285313083,19469.2575067615,NaN,49557.4479327791
5540,22294.252804006,34820.9433343381,NaN,21524.7770568147,22050.1562392627,29369.3786248304,19370.8290532736,NaN,49351.9615889647
5541,22312.0447406261,35870.3782464025,NaN,21516.1543342062,22050.2908024623,29361.5997910407,18712.8822595993,NaN,48744.8495846159
5542,23409.6919802038,35881.128472227,24999.6291622719,21386.0868218544,23141.3032826455,28154.6414784659,18307.0336225756,NaN,48744.8495846159
5543,24102.6475833151,36553.0152557981,23441.6320843614,21393.4489358398,23354.3765442287,30920.6251903944,18307.0336225756,NaN,50154.4233693823
5544,24102.045289053,37119.9726174604,23629.6743240166,21366.9701699439,23273.2980871744,32061.8480562501,18019.5487361779,NaN,50439.6187210445
5545,24639.384302232,37096.6063031048,23635.7380360275,21219.5716881649,24238.7385639327,32053.5817541147,17646.0135774914,NaN,50309.9701009216
5546,25225.6121839247,37106.7390930249,23168.869166151,21273.9181551418,23730.2475624965,31362.0113068554,17643.5297144871,NaN,50456.9498522975
5547,25766.9563519142,37369.5002334807,22617.9756105369,21275.1635316655,23283.0776063235,31126.1144676511,17302.7969200358,NaN,50823.1237891675
5548,25734.402472985,38020.772367634,22621.0132286147,21150.5038147432,23211.6720739062,31140.7512230504,17385.207766888,NaN,50110.7038318457
5549,25983.0115859009,38022.7378406452,21570.3162696718,21202.1076167646,22374.3124582057,31233.4840309867,17255.1098347389,NaN,50207.9347480413
5550,24319.6676492845,37898.5725001149,20931.8100920218,21135.7660842958,22712.9834643493,30485.5569184929,16982.7077585873,NaN,50200.8840425863
5551,24348.7675130403,38478.0669546424,20943.155430403,21123.3852329976,22789.7340795093,30302.2370992756,16896.0283410043,NaN,49825.2162728975
5552,NaN,38465.6266281851,20186.1466094188,21308.1131890784,23334.2567807033,31340.9855008873,16767.5215151923,NaN,49817.905992955
5553,NaN,37751.6232329611,19792.3901576532,21785.2919045038,23085.1611613912,31870.7472948255,16767.5215151923,NaN,49849.1911910533
5554,NaN,38006.4127504361,19542.8440409938,21799.608443475,23077.951007363,31960.8359570972,16692.5337749084,25204.2653341494,49763.1677335926
5555,NaN,37957.2101180605,19542.8440409938,21890.1365481192,23202.8859760097,31998.5190134488,16692.7280175771,25160.6402016313,49736.8869116198
5556,NaN,37931.1199424984,19563.2843922163,22377.5598599309,23408.1417327431,33399.3376211928,16721.9128656674,27209.3063597494,49344.8044541986
5557,NaN,37724.5983892783,19618.1150630466,23064.2145094998,23415.369540176,32954.2465673427,16682.5775399163,28474.9367693267,47974.7983947939
5558,NaN,37769.5119976759,19531.5767278116,23064.1547784113,23394.5846185751,32808.1114851743,16718.8216376201,28452.9512752089,45481.45422873
5559,12115.064190083,37821.0300261998,19228.2037076611,23222.8756125646,23265.5939680012,32535.5232269619,16715.4683018525,29355.0702275185,45481.45422873
5560,12839.5489092863,38147.8079253078,19325.2037230521,23173.9124383381,22820.342816605,32726.3241050455,16805.5208126576,29781.8037912708,47079.852499323
5561,12807.3958953211,37970.8588368294,19230.3460693023,23193.7941941361,22855.3280007582,32726.3241050455,16851.3911321372,30027.0403235659,46933.8430833129
5562,13192.9587444892,37935.3886252551,19350.3672079492,22630.4450685548,24245.3970141004,33512.7097269485,16699.0804474767,29908.8957929812,46955.0210288906
5563,13482.6586346576,37579.5136104498,19500.4851308721,21815.96217846,25024.3980553731,33547.8279887951,16722.4271577274,30064.0693238375,47461.7535603631
5564,13485.6457428269,37156.6493467253,19364.9205543439,21839.6995636446,25025.1566549295,33832.4406256901,16870.3764843913,30499.679749888,48216.7950609406
5565,13495.1522415403,36630.7593671401,19251.4313796485,21851.6286750971,25075.0192086058,33822.7954404042,16764.3026116344,30287.9342288682,48265.4094089775
5566,13775.4454277932,36702.9437046541,19405.8381950809,20777.8609075867,25239.8464283377,33796.4081391628,16784.5473125391,30519.8607275222,48873.5916178541
5567,13856.4996773003,36668.1157832153,19631.9926776909,19877.1883728227,25272.2317928143,33925.9712055108,16792.1337971659,30810.3015995011,48827.6629271121
5568,13781.0818507123,36530.6858576392,19599.0576235032,19883.5669733325,25211.713759815,33925.9712055108,16853.2263535083,31048.0079140838,48825.2377562214
5569,14059.2241551413,36500.698188215,19867.5508992182,20611.1165751969,24906.5342735454,33496.7792073478,16885.3513070126,31012.7726818833,48825.2377562214
5570,14190.8539704955,36477.7481983998,20051.7868972824,23502.4039500934,24625.8029821607,33092.8599772775,16549.2456919214,31369.1844202895,48692.4710506812
5571,14093.7002971126,36520.268279757,20123.9465814399,23508.952867808,24562.3096024141,33098.7831817328,17226.1731588492,31366.4716707684,47942.2355574918
5572,14254.2888534608,36505.844892989,20120.9480066157,23673.8107152416,24530.6766253201,32968.4638651246,17282.1164405454,31243.9918599643,47954.9644206354
5573,14480.8560000828,36667.2229576978,20050.6291444472,23447.9450320896,24372.1682737414,32573.2373475635,17349.9179092583,30422.2210146003,47238.2304879913
5574,14749.5644390153,36514.0113167427,20210.2855731182,23978.7788192173,24478.1054029065,32403.6416280458,17408.5611461971,25888.2460771821,47234.1687499052
5575,14669.14359614,36265.6400976976,20045.8741611092,23994.175940422,24478.1054029065,32426.0459688946,17561.003709172,25899.3357253148,47402.0384137906
5576,14997.4263972954,36251.131493258,20182.1374089656,24291.3978572957,24450.0222737947,32266.0157854251,17539.6374421805,24639.128882524,47641.7322811107
5577,15647.551624802,NaN,20234.475321434,24099.1594269515,24346.4008345607,32050.1368844003,17731.1258614098,25153.1044194519,47638.7076086968
5578,15647.551624802,NaN,20053.0335632479,24120.4747903194,24332.4101427559,32021.3236281356,18110.3555069509,25158.8254938749,47723.9874683855
5579,15554.0070534693,NaN,20053.0335632479,23731.1776757075,24018.636124464,32093.530476952,18955.5917878813,22127.3637922223,47621.3635810487
5580,13544.3195031122,NaN,19913.7579005996,23350.0907104116,23883.6699079409,32030.5264788348,18900.3834910936,25201.5620814404,47838.4058948964
5581,13523.4739846241,NaN,19844.7314671049,23367.1231559829,23964.8846408364,31855.492591149,18607.0218644816,27388.4627033027,47588.4865129173
5582,12491.9615575455,NaN,19802.2874890207,23172.4320336254,24273.3734771385,31855.492591149,18887.2840281886,27388.4627033027,47555.1602787206
5583,12004.2079469236,NaN,19876.2876530136,22602.8079475817,24419.5971571235,32008.211045995,18793.948235063,27684.2555690002,47503.8139256455
5584,12830.87154317,NaN,19811.9109702057,22603.8548882593,24466.2936169195,32032.9511313686,18766.7702789606,28603.3524005964,47563.412073345
5585,12832.5323086454,27016.0142808436,19807.9158034074,22603.8548882593,24466.2936169195,32071.606785975,19058.3991323276,28583.3275886999,47373.4053545688
5586,13337.8393454878,27016.0142808436,19566.9058504816,22584.0261773198,24601.1757896732,32050.2168388487,19371.2106193178,29292.0392667648,47399.0155936466
5587,13516.8646238365,27268.8431479974,19839.2106469586,22767.98018403,24460.6680254105,31990.1104004017,19237.6078373471,29814.465284389,47368.2334870338
5588,13516.4939831506,27326.0830885202,19896.9971321859,22763.079682442,24368.8349635024,31986.9572821899,19269.4796646274,29954.5669896479,47122.5879308213
5589,14016.5131800746,27339.960093767,19808.4976449959,22400.1297464805,24201.4859869497,32250.9352077203,19296.4565012734,29915.3119690301,47139.9743270418
5590,14056.6394970284,27346.9184468257,19840.5699775062,22320.4123677139,24194.9783458529,32167.8130932269,19255.1703049766,29870.8806990109,47097.0247871648
5591,14031.0359392671,27281.887172301,19868.1443629933,22340.8355966606,24157.2169563868,32168.0508216872,18842.8217301436,29490.4926077826,47156.4199232382
5592,13990.5020636679,27499.273868593,19868.1443629933,22342.893829777,24131.0502380497,31996.9484579924,18938.8313068305,29490.4926077826,46973.6563392639
5593,13868.8047564989,27490.6800070038,19750.6216230602,21907.1750155842,24022.6151405352,31965.1158376462,18926.9084059441,29427.0436949458,47054.8265263476
5594,18440.5287075645,27454.5491549031,23408.8861220192,21614.9029300639,18436.1347801491,31690.3026109502,20590.2590051189,23368.5144515384,44975.5951574449
5595,18440.5287075645,27415.9923325123,24405.1883740305,21612.850855143,18435.5872384376,31715.0018040147,20634.3009477824,25233.8539956247,45524.2705975198
5596,18535.0030646672,27304.0691656222,27010.1581195257,21538.7349314583,18213.1078982188,31853.1536224559,20685.2901329975,25264.2985102537,45524.2705975198
5597,18294.9173815935,27301.4449389342,26980.2380958772,21611.5758547048,15502.0932193217,31853.1536224559,20673.8688183766,25264.3003096701,46115.9296949429
5598,18284.0092823171,27361.7641105439,29780.9321634157,21643.3251152289,15490.9926875496,31694.2550393466,21288.3782135472,25176.8280814829,46201.9132470999
5599,18084.9014738933,27153.4841008469,30474.3714271873,21238.9015930474,15118.1582951586,31965.6738158822,21416.8945285012,25300.758647983,45517.5476735362
5600,17895.8668903557,27139.231546172,30390.0417857877,21751.4680239776,14811.8277031156,31604.6545890046,21497.5597916813,25301.624420914,45546.3122778701
5601,17885.5931457547,26781.9351709877,31248.1311851177,21751.4680239776,14889.869360934,31609.5944075823,21507.3827282179,25226.5197634493,41855.0744840347
5602,17904.0016210435,26757.6689711162,31582.9238099878,22479.0323841453,14744.7149367847,31239.2068379091,21535.6696777079,24700.7246430969,44684.8266152346
5603,17998.5398858657,27033.2206972738,32024.215321318,23209.7530545237,14628.3628448222,30869.9535587169,21120.7931964278,24735.8989753726,44671.8776918674
5604,18145.3083769037,27033.2206972738,32106.6996147621,23131.1070007964,14159.7141292478,30920.3314480474,21121.9356775006,24488.4077325319,44464.2556549499
5605,17980.886036112,27306.2690424252,32260.0651410589,23131.1070007964,14159.8841820964,31597.0429020014,21146.2113486221,24361.4347971692,44946.9794115203
5606,17757.0956785421,27520.1509718547,32320.98897796,22749.1222358848,13673.3002036557,31842.1228148461,21265.1182634283,24320.8880832056,44926.9513067555
5607,17817.7179068863,27518.2482116577,32350.129491128,22638.8169212599,13590.3909020592,31864.0486124052,21235.7034988097,24266.6299745103,45344.1225150776
