TimeIndex,Animal_1,Animal_2,Animal_3,Animal_4,Animal_5,Animal_6,Animal_7,Animal_8,Animal_9
18422,34078.5842493919,26663.9188027952,30318.9290159815,25313.676253269,32397.5846938536,31342.1233726412,33944.3290130765,33293.4493034468,41435.1474908702
18423,33975.3684776452,26228.8963910822,30510.7711671392,25340.913565306,33035.4887675478,31473.2061266032,33551.7625339301,33203.6996718628,41507.0997563088
18424,33845.6135830372,26228.1175948409,30498.6221157367,25292.8141508194,32978.0904004693,31516.5025860378,33546.9122383316,33831.0948488862,41905.419687049
18425,33797.2300895054,26564.1367721974,30505.6532371964,25147.4338879554,33025.7026470841,31561.0396912674,33570.3650013161,33922.0432260251,41393.4926173394
18426,33797.2300895054,26602.1579544547,30700.3169803062,25174.3221848344,32836.0505834065,31848.02306113,33545.7958840333,33922.0432260251,41267.5195462829
18427,34251.7994679881,26621.9019128169,30967.2584467248,24979.4622071754,33267.292099651,31749.7777886769,33455.08734203,33831.7144835667,41004.6390919397
18428,35229.8255065598,26646.2200770382,30982.591541004,24909.7171165355,33330.4600750606,31710.4510153772,33529.1257049451,33525.7332121275,41277.6578077454
18429,35306.4763064014,26448.3427092537,30702.8780864853,25058.0482614505,33711.2048034122,32018.0935654039,33503.3260377093,33173.6531759096,41236.8387920857
18430,35306.4763064014,26420.5768377501,30586.2160708142,25524.1775549732,33845.6981517857,32245.4388331259,33581.0057436166,33115.60992157,41246.3694525518
18431,35289.9039102492,26465.173206161,30494.4621088046,25532.5742802054,33778.5071118452,32947.0499829897,33721.2947257353,32907.9061162944,41039.6316179815
18432,35562.4343305882,26479.524396062,30565.7144404127,25724.4046627739,34007.0224397561,32909.6506982616,33602.3345581554,32864.130455743,41086.2224094016
18433,35578.2474927903,26828.1601481276,30372.9968621812,25028.8175047254,33281.4958228278,32700.0207276602,33603.1324791287,32864.130455743,40613.142208175
18434,35671.8759180866,26792.2063242736,30276.8994036783,24409.3763884954,33553.6600889532,32683.6479591276,33105.3794442616,32762.1688689518,41104.0257681826
18435,36209.5312989745,26389.3595548428,30264.4947326004,24360.8427348514,33553.6600889532,32683.6479591276,33058.4637225598,32603.4091989898,41230.341947138
18436,36209.5312989745,24826.889076012,30149.7153098481,25098.4082989555,33279.0049301673,32464.7825038121,33079.1502360506,32396.4676922651,40936.8111181822
18437,37565.3283997015,25202.7898275828,30095.647895161,25698.5708524899,32632.7674593891,32261.6193016107,33870.4234999984,32404.4890365505,40967.016750979
18438,38274.54154265,25279.8169299546,30363.5411679171,25723.4303349457,32650.1211653401,32251.2185598222,34299.8818119247,32182.1003754524,41408.5353366606
18439,38088.7206955832,25307.8168189002,30370.7924701713,26669.1633781474,32058.0806968121,32081.8152291674,34202.5362348338,32433.357426735,40452.3470950615
18440,38086.428018455,25573.2264451436,30636.2451647902,26889.2375415907,32168.3976064003,31826.732526548,34222.7856370365,32487.8604723731,40431.6638725468
18441,36808.8613834315,25565.9842643986,30746.4003563594,26959.3731879055,32177.0348080776,31726.7206374535,34024.3825453001,32243.8162309609,40685.7918199112
18442,36888.4839975498,25564.5496974223,30746.3202566162,26601.2648028991,32316.8930784205,31744.9186852037,33949.9795497807,32221.5174342515,40617.5703578209
18443,36857.8277805107,25634.7692729084,30616.9823816689,26633.625536125,31784.2068615905,31708.7128348482,34142.5228873958,32187.0121598662,40511.4274139674
18444,37491.3015073119,25683.7599832548,30409.0679120746,26516.9964491928,32900.6678046295,31568.0530292292,33920.7384043267,32166.20215551,40808.7984593899
18445,36718.2118929149,25772.410234542,30473.4493307748,26602.7007944618,32915.0714581032,31668.7543550654,33902.692132664,32037.6783805611,40742.1830349816
18446,30150.7183186215,28486.4470741105,31631.6779274443,25709.07790429,32139.7834404273,33078.9327453898,33290.6688413494,33835.3391188771,38880.9807390387
18447,29735.3692065679,28475.9825317412,31566.3632640607,25627.6396036302,32312.3430551992,33078.9327453898,33272.9703270322,33835.3391188771,38875.362149859
18448,30449.8069365887,28323.5878149547,31917.0892276631,25621.7371106452,31982.3840605084,32870.5081963289,33273.5738517655,33584.7524387515,39159.5822842316
18449,30489.5999501285,28279.8569240976,31931.6291632491,25718.1414738975,31936.2083766641,32577.3502301251,33154.9169171622,33947.0167810702,38568.4549780218
18450,31242.5895787224,28019.9281605566,31810.0235640796,25702.650388339,32359.2328642674,32577.3502301251,33181.6897301869,33963.8365208701,38367.8591702663
18451,31835.847668509,27950.4335675056,32609.4533540946,25553.2829880454,32191.0191511224,32491.0137696359,33186.5302756545,33821.1254376074,38325.5352031755
18452,31819.6353494576,27814.7021134873,32530.4610607166,25552.3374310897,32177.5370318569,32104.494746628,32903.4467237558,33649.6973719308,38259.9882812971
18453,31850.6316526924,27885.8279113752,32491.8430167983,25610.7170017359,31969.1709427161,32139.29981454,32298.4369136677,33616.1096423544,38053.8554214193
18454,31988.7549730273,27708.2140445737,31886.2736425832,25380.5432235392,31860.3411923594,32122.379131028,32364.4942838522,33546.3510927486,38009.0648081663
18455,31670.385807285,27645.2800175091,32364.8616268912,25407.5052705563,31881.266045813,32066.6334038845,32364.4942838522,33671.7627135452,38304.1324183824
18456,31662.6887459998,27664.0636655049,32389.7781842776,25557.5083955264,31893.7176252335,31671.1330457383,33119.9462439118,33702.5261305363,38148.2350781678
18457,31731.5803552483,27709.889174689,31153.377505642,25379.8695391026,32086.5974151723,31697.3139915779,33413.4398183514,33691.5423342728,37674.4652082477
18458,31707.6059764067,27697.5600497798,31533.5840323659,25269.6489622677,31874.8747392071,31742.0520355818,33446.2904806879,33576.4049378626,37699.2463279204
18459,31800.4187239394,27885.9194579844,31496.8442902261,25376.5607647864,31856.9279186668,31596.2007420361,33783.7383402501,33375.7538532199,37525.2756406407
18460,31743.4865610835,27885.9194579844,31898.0147728051,25174.7729709655,31885.3082585537,31609.2582908042,33747.9683697275,33389.2854183728,37461.4271653134
18461,31931.6160642659,28365.0736077791,32091.8884247829,25299.1364092387,30561.1756625675,31673.5269021956,34070.1181144135,33372.2264985018,37473.4504257583
18462,32161.0215689862,29026.0210743244,32690.2518808783,25299.1379002321,30564.2072809366,31864.6881164839,34239.6228116355,33382.6129505189,37117.0644905649
18463,32303.8541129802,30397.3550668413,32754.5705747074,25298.8667959622,29024.4088421142,31724.7305533682,34177.9973090831,33416.5610291037,37156.2261375914
18464,32175.8939217684,30458.087478395,32976.0051191046,25538.3473823473,30148.1412459938,31632.7300065048,34023.6097839796,33353.7006548977,37140.0464211991
18465,32246.6410896722,31174.242045162,32956.7412659129,25531.5321657981,30880.9662897117,31774.1238326427,34106.2808105968,32010.2795773542,37640.0022012801
18466,32285.3392056809,31294.4403383742,32934.2310802107,25704.5131543118,30894.8011454684,31386.1033761559,33955.611122042,31959.0349878703,36092.0229858121
18467,32418.9120814,31079.3514133645,32650.9455515965,26875.1370084848,31445.256217147,31585.2716724833,33573.3390548291,32056.9818983113,36046.3497840693
18468,33441.5078016518,31504.8715528771,31482.9411871463,26938.770124446,31675.0239090601,30821.8550384727,33573.3390548291,33468.6457163877,33100.5321681892
18469,33765.9778205473,31695.4128890503,31314.2726356332,28479.6192913781,31695.7703165563,31128.1850916632,32961.8887419308,34660.8914751647,32204.4315131917
18470,33763.4446797727,31658.7749673602,31320.4703294477,30216.9907244173,31755.7646150271,31158.6559754502,33130.2623409922,34954.1318406394,33485.3579532537
18471,34809.3047101488,31512.0790360641,31313.5643995603,31272.8988024154,31747.1609919815,31488.0776096292,32917.4093788983,36014.7680810625,33487.2123908475
18472,35457.7644548208,31556.4562258874,31519.3004497792,31272.8988024154,31877.7317883891,32113.8884693775,32913.4522681208,36416.8874418115,33818.1313220512
18473,35451.2535863254,31419.9609831023,31495.1634199182,32203.528794607,31877.7317883891,32368.5877603356,32646.2294497874,37560.4910892654,34387.5398248099
18474,35878.0624516781,31419.9609831023,31798.9189434269,32896.1092759903,31700.2287080616,32394.806965233,32769.0267366675,37601.2636866198,34391.1454041483
18475,35799.6647173618,31096.2260139388,32055.2489314802,33000.5782875877,31364.5729784126,32700.7088439265,32774.6108548305,38028.4119546919,33957.3954795806
18476,35799.6647173618,30944.218582142,32045.6584916132,33080.979623474,31399.1374210675,32665.158242911,32326.8360018624,38478.849460702,33429.9975767674
18477,35657.6828799907,30922.0468989573,32006.4574059945,33067.9081083741,31128.3335129583,32674.9106331937,32431.6891718026,38445.8466249482,33061.7657300493
18478,35795.8250316034,30533.7722793961,31702.8377096309,32755.810602038,31111.0481835355,32277.8617769232,32476.4460660248,38559.1290091215,33107.9434542991
18479,35785.0169250694,30569.9729112782,31609.2111592467,32774.7269399872,31184.3720851863,32219.1751876477,32306.7532880006,38803.5884565505,34719.8953684603
18480,35429.184086443,30489.55138247,31609.2111592467,32039.6049464543,31343.3739951975,31952.2251471192,32494.5289932871,38791.0948298456,34758.9621159366
18481,35373.2241677006,30474.5828986002,31120.2174080229,31577.4072219564,31541.3214863962,31952.2251471192,32580.3735372699,38528.3138967155,34755.1436113853
18482,34896.2858127111,30335.6913515082,31242.1733929796,31532.5381468089,31706.0287292962,31811.6122602601,32583.0778172236,38721.5302299572,35085.6532173593
18483,34962.8788678041,30306.2586101697,31242.1733929796,31022.8866238159,31691.5759699323,31812.5392685001,32455.2016316846,37763.1630815176,35370.9265412451
18484,34915.0895802987,30109.8416048382,31184.2528877674,30847.5393918539,31572.0131363376,31828.8011297903,32292.7382465063,37763.1638848401,35442.3046259049
18485,34762.4900592356,30124.0196426411,31049.2214220991,30860.4719279108,31464.5379094208,31584.7178210938,32320.6265300501,37308.0159320426,35085.1206150158
18486,34826.9546484297,30036.6832941716,31070.0187669221,30574.319491732,31477.4378458772,31682.1750801279,32385.8539262501,37303.8956938368,34956.5664709091
18487,34797.6474289887,30019.1104886005,30998.8377206628,30239.5705870335,31513.5542861211,31681.4975364201,32244.6240164913,37321.7175750677,35184.6428749627
18488,34811.543872758,29514.5992641077,31108.9027530796,29716.7503340487,30700.5595530422,31593.203109649,32238.6928824597,37388.8787254909,35106.985099067
18489,34736.8533642339,29966.2251077028,31034.4484252349,29706.83055735,30715.8041683437,31604.6329722704,32354.9199513866,37153.0395884433,34665.3385937411
18490,34727.9532007838,30169.318494073,31030.0499168197,29306.4509352155,30668.2295003386,31586.3806642769,32304.4527158695,37169.3113537443,34618.0144725373
18491,34842.9000478487,30113.2652131428,30762.0928260298,29141.4522230311,30925.8271158805,31718.7387060089,32275.4679317604,37091.932292896,34468.4550480806
18492,34251.4851158756,30229.5066133127,30636.3248144234,29143.1301291226,31122.1441863278,31791.980738379,32247.0425923973,36381.7702240619,34528.6190321489
18493,34173.4485272379,30742.9513722147,30725.8066312881,28912.4458924434,31118.5978900868,31686.5647405237,32355.8375828755,33626.8230012981,34925.0790135153
18494,34466.7585093148,30742.9513722147,30885.3447293051,27982.2566469557,31260.4112211934,31716.4509645553,32338.5443764131,33610.4666696503,35029.1407042036
18495,34445.1477322213,31338.2644223628,30897.0131899219,28959.7780156884,31319.7788306912,31791.3270503021,32378.3353564787,34535.0045788831,35025.7797303199
18496,34434.8174153398,31675.7838752195,30911.2866688048,28959.7780156884,31295.1013503069,31606.961367708,32540.681831041,34746.2634544311,35337.3872570089
18497,34658.4492465667,31749.5694352595,31413.8151396388,29083.2673797611,31251.5255478614,31601.5522653103,32498.9459648119,34782.1630511488,35563.7797435291
18498,34665.6958495167,32269.8702502359,31784.7245037184,28967.980464476,31436.7560909223,31606.7903752609,32444.081504802,35425.9288232204,35421.3898263058
18499,34933.522043125,32397.3146639165,31898.0898893538,28995.6543351402,31486.2785056819,31623.4494853468,32444.081504802,35992.3183063138,35085.9730102841
18500,34893.1172847956,32049.1339832938,31904.0146985183,29468.4348629835,31685.8182972994,31587.112621382,32469.3934316445,36471.4310344842,34963.8690574367
18501,34855.4479981088,32028.3344712643,31933.6676111212,29970.7470023951,31742.8834181748,31578.0833391879,32621.868452217,36500.822719748,35015.6824259206
18502,34676.2623881382,31752.4260955643,32216.7475299722,29970.7470023951,31558.1738176411,31617.9500356721,32660.2016390969,36903.6034859648,34930.1304569021
18503,34745.5864945848,31834.0087386641,32190.3952716604,30407.159977303,31708.6846146485,31661.2885544978,32914.5000885194,37618.7160714892,35029.3834679519
18504,34672.5042918293,31834.0087386641,32516.5623369539,30956.1241796437,31188.8374609818,31657.4867047536,32519.4515195636,37624.046441554,34599.2237889198
18505,34716.349160262,31632.6324258979,32733.6780174664,30962.1197616797,30747.7658564336,31765.9945204449,32601.5048275934,37057.2354392073,34589.1655046599
18506,34767.0598651031,31545.7237824425,32810.5824641709,31312.3577943421,30748.1062413177,31679.5303966235,32415.4124262026,35959.5464566398,35033.188745161
18507,34702.5604276261,31522.9809591526,32775.8176512792,31397.7016054475,31474.2765964584,31878.1431441583,33384.4365334854,35950.5487972524,35150.861261136
18508,34817.4001272949,31618.2311690777,33443.020520257,31470.4720691169,31858.63043241,31876.544116939,33919.8040141694,35345.5311631902,35215.2681292234
18509,34793.5382913479,31432.0027737192,34015.2904389527,31489.9042655739,32166.7980495805,31866.7659770429,33919.8040141694,35455.0595203262,35121.6130948779
18510,34763.8562006247,31112.1990708749,34015.2904389527,32164.0522990772,32166.7980495805,31528.0911127856,34225.532415151,34771.7455592189,35053.8275262765
18511,34600.3532898611,31131.4952598961,34252.7523415602,32893.1953731123,32013.0398917523,31529.1166068613,34347.6496947787,34776.656337273,35117.934479937
18512,34685.0125198499,31199.7589838197,34321.9645273577,32824.7205592817,31952.5631388113,31391.5540955524,34353.3627977743,35087.2439892351,34930.5612566304
18513,34651.5331839467,31164.8990393708,34300.326707504,32656.0811603902,31932.8286356773,31500.141687131,34685.6144995724,35091.0158552768,34912.093493254
18514,34645.5521371087,31254.8365517471,34039.7695396435,32520.156595651,31721.8467426298,31623.9547650493,34605.9257645935,35279.1687644049,34586.5216938961
18515,34621.8206821247,31180.835586123,34635.6419736838,32222.8797847242,31658.77806376,31715.1890720301,34841.9251917882,35410.9202159329,34591.235902642
18516,34623.6161369968,31281.9155520287,33740.0713877475,32229.7442972799,31419.5608335181,32211.1872578196,34812.3196002112,35303.9093941555,35270.4751576301
18517,34623.6161369968,31489.1745183503,33739.2002404985,29857.3391337823,31403.2753683636,32497.7406814659,34766.060351782,34812.5940313912,34897.448636173
18518,34323.6777562714,31489.1745183503,32627.0515358721,30925.0647021981,31257.3421066142,32499.7376305338,34845.7163179329,34727.2149927182,34897.448636173
18519,34251.7062022106,31593.956039372,33195.9116033557,30925.0647021981,31389.4418492272,32603.2090979919,35093.6993522842,34550.4444111466,34741.9621220925
18520,34227.7496204019,31418.9922278794,33209.3238660082,31096.8400857973,31464.4015886492,32403.635394478,35093.4854710733,34467.0610342702,34180.9413766315
18521,34807.9191362869,31402.1078255589,34974.0411712485,30554.8951348994,31526.5411218415,32467.6101006246,34885.427758897,34464.4559542265,34629.4076826171
18522,35433.8379825835,31377.5399155819,34926.5072553481,30680.4844391182,31277.6020999974,32237.4144200386,34867.9623602832,34366.1194039326,34632.2790443537
18523,35371.4928160533,31324.9456883331,34970.2025308863,30680.4844391182,31079.8424745868,32052.6639052728,34909.63733578,34415.2365953851,35123.4579107287
18524,35968.3383476617,31463.326416532,32884.2610921852,30698.920875981,31303.1189470288,32077.45625377,34886.5005809507,34522.3682816815,34808.2679751094
18525,36012.1939878744,31346.1375501221,30127.1465909262,30975.325973728,31484.4007569634,31873.5210490825,34917.4214285102,34491.8621694286,35041.3669718392
18526,36105.6935357222,31662.2638331683,29964.1674892408,30968.2747533611,31483.9114528274,31797.2037412845,34917.4214285102,34291.1570835981,35403.5474849407
18527,35988.4563895511,31618.6643836581,29890.131473013,31225.58856138,31483.9114528274,31739.2147354238,34838.7098285897,34470.2879120959,35341.7078197486
18528,36081.8035630081,31617.990052958,29159.3072547619,31236.8453008285,31511.1638360692,31739.2147354238,34741.520175623,34754.187488926,35298.1001409877
18529,35894.7298957633,31354.7584126566,29885.723761079,31204.7074745311,31417.8301002839,31512.1002376048,34738.9769271425,34752.3086239694,34987.7212066046
18530,35849.0038658417,31198.0202806417,29762.1039828983,31076.8712898338,31394.8967171247,31610.8424830717,34948.0318351553,34790.0546631515,35001.6472854764
18531,35756.4607963057,31197.4006102953,29719.8816041695,30844.5076244568,29954.6656121054,31580.4485965289,34803.9627411538,34677.6698831203,34767.6822395981
18532,35657.6365071071,31612.5243337353,29566.0131609069,30718.5834844838,28828.58726392,31782.2099301994,34803.9627411538,34620.6148968354,34822.8870529503
18533,35260.7826274863,32125.0787862805,30737.0308853684,30917.470041961,28828.58726392,32198.2337887136,34741.6348719715,34485.7191015316,35043.9854890735
18534,35244.8452981123,32846.8297237134,30725.4168201879,30488.3791092998,29707.6202200708,32207.2474441282,34800.5344841584,34486.5112085979,34976.2608988072
18535,35315.8065110244,32868.0241793833,31135.1154300324,30310.1250909828,28531.7898356485,32394.5658548016,34764.96551568,34311.9287182309,34779.4116981665
18536,35073.4044829158,33368.5041669197,31192.5447307816,30312.9074435479,30216.8795168211,32429.7014557149,34764.96551568,34288.5469270165,34742.0931469188
18537,35095.5641812745,33289.5177885898,31322.0884570909,30416.7079211194,30228.8909364228,32363.9143679662,34786.1846008311,34265.2479911794,34656.3599495645
18538,35079.3743081357,33301.9452537244,29793.1144521157,30120.1275860718,31015.1788642531,32373.3710574903,34708.8229292115,34305.1265990127,34656.312279864
18539,35221.9028784705,33091.9337316097,NaN,30110.8462775455,31434.3289260843,32189.3898058085,34708.8229292115,34283.723424844,33339.4753110389
18540,35500.1637067922,32830.5132265086,NaN,30239.742974831,31375.9575076319,32097.6684594209,34747.247573264,34308.3640686664,35023.5563387881
18541,35708.8140240162,33014.9156978011,NaN,29099.0937552084,31805.9856863572,32093.1153614596,35074.8523440139,34308.8940749992,35219.6927708907
18542,35581.3601155018,32616.0449563029,NaN,26095.3987328584,31613.2161283007,31875.1236250027,35244.3224937143,34392.0944484175,35219.6927708907
18543,35626.0211784576,32607.0578245191,NaN,26142.0993177462,31589.6516316129,31969.6456816982,35244.3224937143,34424.4955611922,35477.8848153859
18544,35626.0211784576,32336.3901636341,NaN,24449.351075357,32665.9669053647,31910.3572171892,35114.8856291266,34471.8766754879,36325.8774617266
18545,35547.7463345837,32336.3901636341,25544.9580845991,22938.6941987836,33136.8812978931,31781.8030482218,35081.2682542992,34489.4426526707,36308.406323347
18546,35379.2271642275,32360.7170918788,26368.2191798855,22974.723831969,33628.9949352505,31656.3838379451,35115.858193683,34297.6120419187,37913.1766406847
18547,35397.6426207203,32086.3151448463,26393.5555461513,23685.7251436903,33584.644624553,31471.9282794636,34978.0574480391,34492.3817700635,37315.033525566
18548,35562.1626901815,32086.3151448463,27551.3322850314,24702.0116431435,33576.4760422309,31523.84564884,34819.0707984228,34402.5930381216,37315.033525566
18549,35183.0658355171,31896.7791202305,28759.8687242696,24702.0116431435,33005.2516173154,31668.5231971608,34915.2562226533,34509.6890689843,37328.1730531239
18550,35217.3117380445,31973.4598893345,29307.1988035548,25065.6985963257,33032.5789109793,31885.0141235319,34848.619356696,35648.8816905466,36536.9933578318
18551,34417.8076039719,31992.1167962104,29362.5862906544,25125.3624616403,33529.9026885678,31925.0762873409,34736.4866856834,35648.8816905466,34698.4264917544
18552,34448.9328921563,31979.9917548715,29797.3587330224,25061.8509020975,33993.915900218,32435.7675554778,34777.7413483055,36239.5959895243,34863.7603662751
18553,34191.8039888738,32493.2412924762,30473.4518408486,25041.621147869,34078.359289156,32601.4567343218,34965.7988571772,36529.6274124547,34939.0483069928
18554,34191.8039888738,33142.8302303904,30473.4518408486,25343.0642677666,34078.359289156,32624.0796248002,35014.273491411,36609.2927112775,35596.2224384157
18555,35394.4779401503,33047.8902491462,30708.0175569368,25342.3816143141,34033.8040947787,32657.0761839847,35126.1461798649,36705.066419765,35630.0140509925
18556,35565.7871205614,33126.7638797035,30895.3400309273,25347.3688253585,33999.6020292872,32638.0794640079,35152.2869601597,37244.1363465907,35087.5649470982
18557,35579.121676114,33264.0068640989,30895.3400309273,25338.4921438903,33877.8136752339,32566.7509180097,35319.9555954681,37191.5492906313,35760.7706279825
18558,36105.7332449317,33256.3763592722,31195.9114589761,25486.3916862585,33706.0731637252,32647.7515471619,35347.9584224032,37162.3027750938,36452.6672547316
18559,36800.1029131164,33148.8398092413,31495.2173270769,25266.9752554211,33603.4352758969,32407.1551189196,35308.8842512179,37342.6642090619,36341.2923265107
18560,36828.8094207963,33079.5375337435,31496.4289291408,25266.9752554211,33587.8893912137,31831.4884918702,35177.267144955,37039.1120629911,37546.7376923655
18561,37192.5734176741,32733.6939277284,31496.4289291408,25300.3941336626,33610.4545651758,31831.4884918702,35187.1441103858,36951.5057365882,38147.9825086444
18562,37324.1264206422,32733.6939277284,31907.1150458888,25395.9136118557,33398.0387017022,30995.331647515,34959.7717698711,36974.0848824781,38275.7998440476
18563,37185.1135562012,32632.0247216605,32621.0536118492,25381.2026484959,33517.5039642704,31475.9786485845,34963.5982367531,36523.7347412939,37771.2916628512
18564,37051.9380321779,32575.3615912595,32621.0536118492,25031.8375604219,33435.1865179583,31210.6339712033,34791.6229682092,36161.8012981582,38816.754252752
18565,34779.8286996412,33015.6151312361,28592.3798273887,16632.0664804753,32693.7099024802,32492.1724950885,35062.1128425425,35964.6739956854,34427.8490754779
18566,34480.0941125506,33069.9379379736,28669.3313294104,12518.760526436,32653.3801405031,32512.8935994892,35410.3823785033,36133.5716469413,34142.594307685
18567,33565.3233287575,33011.1766090516,28612.2589789415,12518.760526436,32472.4862989357,32571.7706941591,35409.2923613035,36006.4951540336,35860.2754917014
18568,NaN,32923.1016866573,28726.0321248064,12964.9233526452,32402.7132145894,32655.5103941966,35656.4879254629,35877.1466083516,35519.6694481599
18569,NaN,32921.3386553778,28404.5879549925,14131.5801431319,32413.6646716951,32731.374878003,35769.6755254893,35888.6198388533,37709.4225791195
18570,NaN,32600.7807761924,28307.5221911311,14145.5551840219,32302.0084959399,32729.8236387034,35747.5740138228,35888.6169744019,39053.5887707393
18571,NaN,32647.3531832609,27861.5358824647,15131.157545232,32373.53821787,32462.4658345759,35353.8091866966,37546.3128340789,40455.8728877281
18572,NaN,32684.9325825317,27861.5358824647,15479.2030428835,32354.7613163434,32475.5535295662,35317.6127624405,37594.8002315593,40284.6578276878
18573,NaN,31909.6844761515,27970.2780741872,15495.2136682738,31705.8992006229,32475.5535295662,35158.7429126365,37609.8214405969,41919.592267722
18574,26995.2052598532,32173.9290620187,27748.0694179193,15608.1117170264,32168.1791417556,32633.647709025,35120.5368473203,37681.5130389279,NaN
18575,27208.6929437016,32332.2248973737,27729.1625329464,15442.2468064271,32599.7714892112,32948.7766487093,34946.4025892026,NaN,NaN
18576,27417.6748300877,32337.6319421635,27574.6060494885,15661.6828698984,32599.7714892112,32951.4664035165,35110.7825379457,NaN,NaN
18577,28049.6038290649,32804.3733426347,27581.3878974782,15661.7336428536,32557.1783049725,33069.6493481068,35110.7825379457,NaN,NaN
18578,28598.7904250217,33405.8567853715,27521.4897831415,16036.5224619877,32838.9451813344,33291.0217279876,35166.4931055709,NaN,NaN
18579,28665.8998565797,33356.7859940144,27569.9777819949,16156.9645254609,32830.8642185027,33188.0903951809,35484.2021581219,NaN,NaN
18580,29078.6456214635,33453.4835299498,27407.0643547147,16110.1190045327,32694.7529799237,33196.0328863378,36254.3611333126,NaN,NaN
18581,29617.0209377202,33153.0273113699,27152.3019614518,16268.2091058432,32715.0869594207,33363.4876587702,36254.3611333126,NaN,NaN
18582,29617.0209377202,33155.6296049729,27088.1341945486,16237.6610683667,32621.3950163711,33957.3378456354,37153.9313886594,30817.3999801685,46442.3289264418
18583,29691.5256402016,32745.3434948588,27080.1976906727,16710.8168365885,32449.7076413836,34045.5389520262,37633.9831076525,30817.3999801685,NaN
18584,29720.7650773483,32511.1404853221,27421.1542774417,16710.8168365885,32094.4393226179,32454.3090568202,37630.5509039659,32002.9194207086,42862.9365558067
18585,29242.9131357452,32354.2015820506,27426.5869003724,17493.557669786,32228.6540725573,30789.3541242374,38378.965861993,33017.1386641511,42690.3640607015
18586,29209.7188344035,32354.2015820506,27673.1577055432,19004.6060225775,32228.6540725573,31764.3950875506,39834.931963421,33629.5149786045,42641.6572033747
18587,29882.7152796507,32236.9434879395,27716.4268465083,19004.5563864512,31842.3583189427,31743.5005673145,39405.9276410305,33598.4273943375,44044.5007481012
18588,30856.2638077125,32462.3217142273,27910.9535362473,19963.4819263491,31267.9279049903,31951.0256821081,39813.532013634,34003.1141746086,NaN
18589,30844.3156434802,32484.2452952123,27885.4291474405,20822.6780742623,31270.5876539005,32208.3268315692,39564.7833139825,33834.0281842234,NaN
18590,30969.0442680427,32611.9302268172,27950.7596220287,20842.64556721,31336.0339601846,32203.8082784751,39371.7198343708,33841.6878206849,46633.874739841
18591,31715.9893296215,33209.1114656466,28256.6405562357,22308.2620309492,32063.113282119,33915.8508792946,39367.6839766889,34078.2052437724,46732.5842599896
18592,31671.4184167496,33173.1661294558,28309.0179192306,22976.4511508239,32068.9697666095,33780.1672701662,38839.3907815465,33744.4926394598,46774.179439448
18593,31670.5039022284,33597.0507683813,28221.8142828146,23041.5714033179,32476.5371793513,33679.7649632951,38963.6974854555,31264.2193439788,46612.932887731
18594,31611.6926662511,33580.0569719431,27663.5231003513,23560.2593835196,32537.8305366735,33071.5554411452,38815.7863716069,31222.9748236389,47090.8956444583
18595,31477.0470246643,33447.1194668764,27669.3254302015,23618.388588018,32522.9165349207,32806.7126732842,38713.5535142295,29737.7716999448,46997.4808715283
18596,31451.7938060442,33457.3455880175,27522.7086267477,24046.8476779013,32522.9165349207,31453.6492890009,38196.2040734869,29881.6543334924,46484.6622744936
18597,31398.9164797107,33404.2818318406,27196.7516181163,24070.9698612438,32407.204384433,31352.1279450848,38196.2040734869,30083.844217091,46708.937863356
18598,31220.3254089062,33361.9532224519,27143.3807103545,24075.2376011652,32193.3605052621,30645.3161377067,38167.8680737702,30521.6932965844,46978.9963544869
18599,31248.5265156716,33366.6367057908,27054.845110546,23749.9068876756,32176.333778817,NaN,37766.5066783936,30875.4466349075,46989.6454997666
18600,30959.8083234604,33084.2291490926,26986.9269345366,23752.8574570888,31942.3567345836,NaN,37768.9059442172,30928.2006142165,46005.3063238405
18601,30954.3951567642,33159.7980812165,27031.2567421856,23205.200917281,31832.7000526347,NaN,37768.9769982333,30802.1290835547,44823.8910036419
18602,30951.4902247854,33046.4278539974,26855.1594813087,22581.2382708664,31764.7938116658,NaN,37359.7885736548,30777.8861785358,44783.5661010955
18603,30913.2695758102,33045.2253351697,26860.049938781,22566.5062176378,31764.7938116658,NaN,37125.6459375551,30440.9150593645,44388.2811335924
18604,31094.7764212125,33034.8794141344,26910.2727096181,22190.8439864635,31636.6770320396,NaN,37200.3341841737,30462.275770468,NaN
18605,30936.1262326022,32923.5603918376,26840.0261217015,22420.0633170346,31647.8719189565,NaN,36749.2879317812,30607.5677338625,NaN
18606,30933.8720607885,32961.9707330146,26593.4795569013,22477.2954239437,31653.5736831476,NaN,36886.7768539073,30967.4511921039,NaN
18607,30882.9766072776,32791.8302718549,26480.2007880933,22577.6403047513,31294.4183926525,NaN,36849.5197438977,30972.6413126687,NaN
18608,30815.3756817265,33019.2551823094,26521.6305208662,22596.9377739827,31180.5504988467,NaN,36849.5197438977,30745.9316542519,NaN
18609,30867.0262714771,32545.5213311203,26540.2699551998,22470.8431874921,31112.783077652,30876.62609054,36503.4254358652,30638.6060326248,NaN
18610,30950.1095567817,32539.5259908267,26435.7937480213,22496.7609988507,31103.7783975459,30885.7334454033,36351.0135211365,30326.1556340696,NaN
18611,30735.05451392,31853.3487983406,26170.8585069832,22517.8222976345,31350.1303178187,30563.7195103402,36348.579358131,30326.1556340696,42801.2061275531
