Panel,SparsityRange,Predictor,Metric,AnimalID,AnimalNumber,ScanDay,PredictorValue,Pre,Test,TestMinusPre
Figure_S9C,40-50,Rank,g_delta_L,0007CA3D87,18,3,5,0.354239137151121,0.566362216057462,0.212123078906341
Figure_S9C,40-50,Rank,g_delta_L,0007CB3395,19,3,4,0.523173726402468,0.74266727392853,0.219493547526062
Figure_S9C,40-50,Rank,g_delta_L,0007CB6A8C,22,3,6,0.440692527001995,0.515325709000632,0.0746331819986369
Figure_S9C,40-50,Rank,g_delta_L,0007CB6B2C,23,3,1,0.390279750662251,0.513296956182877,0.123017205520626
Figure_S9C,40-50,Rank,g_delta_L,0007CB24AD,24,3,7,0.502744534885711,0.526942905307769,0.0241983704220587
Figure_S9C,40-50,Rank,g_delta_L,0007CB24DA,25,3,12,0.508090311610327,0.500175820675797,-0.00791449093453001
Figure_S9C,40-50,Rank,g_delta_L,0007CA38FF,26,1,3,0.332930614633149,0.557649219408489,0.22471860477534
Figure_S9C,40-50,Rank,g_delta_L,0007CB357C,27,1,4,0.364703166348048,0.644794843398885,0.280091677050837
Figure_S9C,40-50,Rank,g_delta_L,0007CB239E,30,2,4,0.299225956534657,0.466036915432064,0.166810958897407
Figure_S9C,40-50,Rank,g_delta_L,0007CB4123,31,2,3,0.311927728713154,0.457920441785338,0.145992713072184
Figure_S9C,40-50,Rank,g_delta_L,0007CB42F2,32,2,8,0.468708449468432,0.419575860278447,-0.049132589189985
Figure_S9C,40-50,Rank,g_delta_L,0007CB08A5,33,1,12,0.298998273586315,0.399348869158332,0.100350595572016
Figure_S9C,40-50,Rank,g_delta_L,0007CB6EA3,34,1,6,0.395747080645187,0.679588645918534,0.283841565273346
Figure_S9C,40-50,Rank,g_delta_L,0007CB0ABC,35,1,7,0.335333939081186,0.464361293704496,0.12902735462331
Figure_S9C,40-50,Rank,g_delta_L,0007CB1EC1,36,1,11,0.34880710278741,0.467230132075647,0.118423029288237
Figure_S9C,40-50,Rank,g_delta_L,0007CA3A35,37,2,1,0.533283255926678,0.612500797923833,0.0792175419971549
Figure_S9C,40-50,Rank,g_delta_L,0007CB330D,38,2,7,0.463913187163377,0.533386548604671,0.0694733614412941
Figure_S9C,40-50,Rank,g_delta_L,0007CB2144,39,3,9,0.384578685330618,0.568570765954813,0.183992080624195
Figure_S9C,40-50,Rank,g_delta_L,0007CB0D91,40,2,11,0.791396028561256,0.689980607893033,-0.101415420668223
Figure_S9C,40-50,Rank,g_swp,0007CA3BEA,11,3,8,0.683795657898403,0.538392897877117,-0.145402760021286
Figure_S9C,40-50,Rank,g_swp,0007CB2246,12,3,10,0.712788492260932,0.706403510032912,-0.0063849822280202
Figure_S9C,40-50,Rank,g_swp,0007CB2584,13,3,3,0.643696697663916,0.373182657136745,-0.270514040527171
Figure_S9C,40-50,Rank,g_swp,0007CB2275,14,3,2,0.705983806085458,0.599244358449261,-0.106739447636198
Figure_S9C,40-50,Rank,g_swp,0007CB39B0,17,3,11,0.720281373320573,0.637005808989834,-0.0832755643307397
Figure_S9C,40-50,Rank,g_swp,0007CA3D87,18,3,5,0.677210762307742,0.598004276117557,-0.0792064861901846
Figure_S9C,40-50,Rank,g_swp,0007CB3395,19,3,4,0.613934983524382,0.474697703829132,-0.139237279695249
Figure_S9C,40-50,Rank,g_swp,0007CB6A8C,22,3,6,0.67975628419351,0.626786099718052,-0.0529701844754588
Figure_S9C,40-50,Rank,g_swp,0007CB6B2C,23,3,1,0.713825929019522,0.636383226166766,-0.0774427028527563
Figure_S9C,40-50,Rank,g_swp,0007CB24AD,24,3,7,0.644109802554677,0.624538088859895,-0.0195717136947817
Figure_S9C,40-50,Rank,g_swp,0007CB24DA,25,3,12,0.640725811456604,0.63750299422161,-0.00322281723499362
Figure_S9C,40-50,Rank,g_swp,0007CA38FF,26,1,3,0.742639768437324,0.598266345780137,-0.144373422657187
Figure_S9C,40-50,Rank,g_swp,0007CB357C,27,1,4,0.707223378047845,0.544033903817988,-0.163189474229857
Figure_S9C,40-50,Rank,g_swp,0007CB239E,30,2,4,0.670765429061219,0.654604898915277,-0.0161605301459415
Figure_S9C,40-50,Rank,g_swp,0007CB4123,31,2,3,0.675763102209257,0.651375349888105,-0.0243877523211524
Figure_S9C,40-50,Rank,g_swp,0007CB42F2,32,2,8,0.63662400322303,0.697270632259117,0.0606466290360873
Figure_S9C,40-50,Rank,g_swp,0007CB08A5,33,1,12,0.721769897069349,0.683369374549204,-0.0384005225201446
Figure_S9C,40-50,Rank,g_swp,0007CB6EA3,34,1,6,0.714132304326719,0.518833583260553,-0.195298721066166
Figure_S9C,40-50,Rank,g_swp,0007CB0ABC,35,1,7,0.714853852516096,0.664926734469142,-0.0499271180469537
Figure_S9C,40-50,Rank,g_swp,0007CB1EC1,36,1,11,0.71286001490521,0.653509095765122,-0.0593509191400887
Figure_S9C,40-50,Rank,g_swp,0007CA3A35,37,2,1,0.597759818159667,0.565851235876249,-0.0319085822834176
Figure_S9C,40-50,Rank,g_swp,0007CB330D,38,2,7,0.65400791038642,0.615812199778143,-0.0381957106082774
Figure_S9C,40-50,Rank,g_swp,0007CB2144,39,3,9,0.708582959916409,0.597712270902295,-0.110870689014114
Figure_S9C,40-50,Rank,g_swp,0007CB0D91,40,2,11,0.43928786392153,0.506748711121347,0.0674608471998168
